,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
11918,A,Clothes Steamer,A,B,A_A,A_A,,10000,1633,0,42606,Low coupling,Highly_desirable
11919,S,Air mattress,A,B,S_B,B,,10000,971,0,42606,Low coupling,Highly_desirable
11920,C,Pesticide,B,C_B,A,A,,10000,1960,0,42606,Low coupling,Highly_desirable
11921,A,Slow cooker,B,A,A_B,B,,10000,178,0,42606,Low coupling,Highly_desirable
11922,F,Rechargeable AA batteries,B,A,C,C,,10000,473,0,42606,Low coupling,Highly_desirable
11923,P,Electric mop,A,B,P_B,A,,10000,448,0,42606,Low coupling,Highly_desirable
11924,S,Air Fryer Oven,S_A,B,A,A,,10000,2914,0,42606,Low coupling,Highly_desirable
11925,P,Countertop blender,P_A,A,B,A,,10000,1577,0,42606,Low coupling,Highly_desirable
11926,S,Odor neutralizer,B,A,S_B,A,,10000,437,0,42606,Low coupling,Highly_desirable
11927,F,Alarm clock,A,C,B,A,,10000,640.0,0,42606,Low coupling,Highly_desirable
11928,C,Lawn mower,B,C_B,A,C_B,,10000,731,0,42606,Low coupling,Highly_desirable
11929,A,Tire inflator,A,A_B,B,A,,10000,1155,0,42606,Low coupling,Highly_desirable
11930,P,Baby stroller,A,P_A,B,A,,10000,628,0,42606,Low coupling,Highly_desirable
11931,A,Walker with seat,A_B,B,A,A,,10000,576.0,0,42606,Low coupling,Highly_desirable
11932,C,Smart lock,A,C_B,B,B,,10000,2236,0,42606,Low coupling,Highly_desirable
11933,S,Baby high chair,A,S_B,B,B,,10000,566,0,42606,Low coupling,Highly_desirable
11934,F,Automatic pet feeder,B,A,C,C,,10000,1843,0,42606,Low coupling,Highly_desirable
11935,F,Wagon cart,C,B,A,B,,10000,469,0,42606,Low coupling,Highly_desirable
11936,A,Leaf Blower,A,B,A_B,A,,10000,973.0,0,42606,Low coupling,Highly_desirable
11937,P,Wifi extender,A,B,P_B,A,,10000,589,0,42606,Low coupling,Highly_desirable
11938,S,Pressure washer,A,S_B,B,A,,10000,659,0,42606,Low coupling,Highly_desirable
11939,C,Car vacuum,C_B,B,A,C_B,,10000,517,0,42606,Low coupling,Highly_desirable
11940,F,Garbage disposal,C,B,A,A,,10000,1362.0,0,42606,Low coupling,Highly_desirable
11941,S,Night light,B,A,S_B,A,,10000,891,0,42606,Low coupling,Highly_desirable
11942,A,Car seat,A_A,B,A,A,,10000,617.0,0,42606,Low coupling,Highly_desirable
11943,C,Water heater,B,A,C_B,C_B,,10000,599,0,42606,Low coupling,Highly_desirable
11944,P,Organic fertilizer,A,B,P_A,A,,10000,3155,0,42606,Low coupling,Highly_desirable
11945,P,Air purifier,A,B,P_A,B,,10000,514,0,42606,Low coupling,Highly_desirable
11946,F,Inflatable baby pool,B,C,A,C,,10000,528,0,42606,Low coupling,Highly_desirable
11947,S,Metal detector,B,A,S_A,B,,10000,529,0,42606,Low coupling,Highly_desirable
11948,C,White noise machine,A,B,C_B,C_B,,10000,390,0,42606,Low coupling,Highly_desirable
11949,A,Rash cream,A_B,B,A,A,,10000,821,0,42606,Low coupling,Highly_desirable
11950,C,Smart lock,C_A,B,A,C_A,,10000,374,0,42606,Low coupling,Highly_desirable
11951,S,Air Fryer Oven,A,B,S_B,A,,10000,411,0,42606,Low coupling,Highly_desirable
11952,A,Car seat,A,B,A_B,B,,10000,923,0,42606,Low coupling,Highly_desirable
11953,F,Inflatable baby pool,A,C,B,C,,10000,2093.0,0,42606,Low coupling,Highly_desirable
11954,P,Wifi extender,B,P_A,A,B,,10000,1290,0,42606,Low coupling,Highly_desirable
11955,C,Water heater,A,B,C_A,C_A,,10000,381,0,42606,Low coupling,Highly_desirable
11956,S,Metal detector,B,S_B,A,B,,10000,1228.0,0,42606,Low coupling,Highly_desirable
11957,F,Protein powder,C,B,A,B,,10000,518,0,42606,Low coupling,Highly_desirable
11958,A,UV lamp,A,A_A,B,A_A,,10000,537,0,42606,Low coupling,Highly_desirable
11959,P,Countertop blender,A,B,P_B,A,,10000,494.0,0,42606,Low coupling,Highly_desirable
11960,C,Pesticide,B,A,C_A,B,,10000,390,0,42606,Low coupling,Highly_desirable
11961,F,Alarm clock,A,C,B,A,,10000,594,0,42606,Low coupling,Highly_desirable
11962,S,Air mattress,A,B,S_A,S_A,,10000,552,0,42606,Low coupling,Highly_desirable
11963,P,Baby stroller,B,A,P_B,A,,10000,508,0,42606,Low coupling,Highly_desirable
11964,A,Rash cream,B,A,A_A,A,,10000,591,0,42606,Low coupling,Highly_desirable
11965,F,Wagon cart,C,B,A,C,,10000,842,0,42606,Low coupling,Highly_desirable
11966,C,Mobility scooter,A,C_B,B,C_B,,10000,528,0,42606,Low coupling,Highly_desirable
11967,P,Outdoor solar lights,B,P_A,A,A,,10000,614.0,0,42606,Low coupling,Highly_desirable
11968,S,Pressure washer,A,B,S_A,S_A,,10000,3518,0,42606,Low coupling,Highly_desirable
11969,A,Tire inflator,B,A,A_A,A,,10000,1886.0,0,42606,Low coupling,Highly_desirable
11970,A,Slow cooker,B,A,A_A,A_A,,10000,950,0,42606,Low coupling,Highly_desirable
11971,S,Night light,B,A,S_A,A,,10000,562,0,42606,Low coupling,Highly_desirable
11972,F,Microwave,C,B,A,A,,10000,531,0,42606,Low coupling,Highly_desirable
11973,P,Electric mop,B,A,P_A,A,,10000,477,0,42606,Low coupling,Highly_desirable
11974,C,White noise machine,C_A,B,A,B,,10000,479.0,0,42606,Low coupling,Highly_desirable
11975,S,Vacuum,B,A,S_B,A,,10000,589,0,42606,Low coupling,Highly_desirable
11976,C,Lawn mower,A,C_A,B,A,,10000,769,0,42606,Low coupling,Highly_desirable
11977,A,Clothes Steamer,A,B,A_B,A,,10000,619,0,42606,Low coupling,Highly_desirable
11978,P,Dehumidifier,A,P_A,B,A,,10000,941,0,42606,Low coupling,Highly_desirable
11979,F,Megaphone,A,B,C,A,,10000,595,0,42606,Low coupling,Highly_desirable
11980,P,Organic fertilizer,A,B,P_B,B,,10000,660,0,42606,Low coupling,Highly_desirable
11981,S,Odor neutralizer,A,B,S_A,B,,10000,576,0,42606,Low coupling,Highly_desirable
11982,F,Kitchen Scale,C,B,A,B,,10000,648,0,42606,Low coupling,Highly_desirable
11983,C,Insect repellent,C_A,A,B,C_A,,10000,527,0,42606,Low coupling,Highly_desirable
11984,A,Smart bulb,B,A_A,A,B,,10000,705.0,0,42606,Low coupling,Highly_desirable
11985,S,Baby high chair,B,S_A,A,S_A,,10000,517.0,0,42606,Low coupling,Highly_desirable
11986,P,Air purifier,P_B,A,B,B,,10000,765,0,42606,Low coupling,Highly_desirable
11987,C,Baby crib,B,C_A,A,C_A,,10000,519,0,42606,Low coupling,Highly_desirable
11988,F,Automatic pet feeder,C,B,A,C,,10000,842,0,42606,Low coupling,Highly_desirable
11989,A,Cloth diapers,A,B,A_A,B,,10000,810,0,42606,Low coupling,Highly_desirable
11990,F,Garbage disposal,C,A,B,A,,10000,1075,0,42606,Low coupling,Highly_desirable
11991,C,Puree machine,C_A,B,A,B,,10000,590.0,0,42606,Low coupling,Highly_desirable
11992,P,Paint sprayer,P_B,A,B,A,,10000,866.0,0,42606,Low coupling,Highly_desirable
11993,S,Security camera,B,S_A,A,A,,10000,1123,0,42606,Low coupling,Highly_desirable
11994,A,Leaf Blower,A,A_A,B,A,,10000,587,0,42606,Low coupling,Highly_desirable
11995,S,Headlight bulbs,B,A,S_A,B,,10000,693.0,0,42606,Low coupling,Highly_desirable
11996,P,Solar panel system,P_A,A,B,B,,10000,1104,0,42606,Low coupling,Highly_desirable
11997,F,Electric kettle,B,A,C,A,,10000,752,0,42606,Low coupling,Highly_desirable
11998,A,Walker with seat,A,A_A,B,A,,10000,553,0,42606,Low coupling,Highly_desirable
11999,C,Car vacuum,A,B,C_A,C_A,,10000,758,0,42606,Low coupling,Highly_desirable
12000,C,Insect repellent,B,C_B,A,C_B,,10000,862.0,0,34705,Low coupling,Weakly_desirable
12001,A,Cloth diapers,B,A,A_B,B,,10000,509,0,34705,Low coupling,Weakly_desirable
12002,F,Inflatable baby pool,C,B,A,A,,10000,602,0,34705,Low coupling,Weakly_desirable
12003,S,Security camera,B,A,S_A,S_A,,10000,555,0,34705,Low coupling,Weakly_desirable
12004,P,Wifi extender,P_B,B,A,A,,10000,1400,0,34705,Low coupling,Weakly_desirable
12005,C,Baby crib,B,A,C_B,A,,10000,1182.0,0,34705,Low coupling,Weakly_desirable
12006,A,Leaf Blower,A,B,A_B,B,,10000,946.0,0,34705,Low coupling,Weakly_desirable
12007,F,Microwave,C,A,B,B,,10000,855.0,0,34705,Low coupling,Weakly_desirable
12008,P,Electric mop,B,A,P_B,B,,10000,1269.0,0,34705,Low coupling,Weakly_desirable
12009,S,Metal detector,S_A,B,A,B,,10000,745.0,0,34705,Low coupling,Weakly_desirable
12010,C,Smart lock,B,A,C_A,A,,10000,613,0,34705,Low coupling,Weakly_desirable
12011,A,Tire inflator,A_A,A,B,A,,10000,811,0,34705,Low coupling,Weakly_desirable
12012,S,Air mattress,B,S_B,A,A,,10000,714.0,0,34705,Low coupling,Weakly_desirable
12013,P,Organic fertilizer,B,A,P_B,A,,10000,618.0,0,34705,Low coupling,Weakly_desirable
12014,F,Automatic pet feeder,B,C,A,C,,10000,1283,0,34705,Low coupling,Weakly_desirable
12015,S,Baby high chair,B,A,S_A,A,,10000,906,0,34705,Low coupling,Weakly_desirable
12016,P,Solar panel system,P_A,B,A,B,,10000,1032,0,34705,Low coupling,Weakly_desirable
12017,A,Rash cream,A,B,A_B,B,,10000,3375,0,34705,Low coupling,Weakly_desirable
12018,F,Garbage disposal,C,B,A,A,,10000,1506,0,34705,Low coupling,Weakly_desirable
12019,C,Pesticide,B,C_A,A,A,,10000,1225,0,34705,Low coupling,Weakly_desirable
12020,A,Slow cooker,A,A_B,B,A_B,,10000,730,0,34705,Low coupling,Weakly_desirable
12021,C,Lawn mower,C_B,B,A,A,,10000,1076,0,34705,Low coupling,Weakly_desirable
12022,P,Air purifier,B,P_A,A,B,,10000,895,0,34705,Low coupling,Weakly_desirable
12023,F,Protein powder,C,A,B,B,,10000,1684.0,0,34705,Low coupling,Weakly_desirable
12024,S,Night light,S_B,B,A,B,,10000,1987,0,34705,Low coupling,Weakly_desirable
12025,A,UV lamp,A_A,A,B,A,,10000,2316,0,34705,Low coupling,Weakly_desirable
12026,S,Vacuum,B,A,S_B,A,,10000,1377,0,34705,Low coupling,Weakly_desirable
12027,P,Dehumidifier,A,B,P_A,A,,10000,1057.0,0,34705,Low coupling,Weakly_desirable
12028,C,White noise machine,C_A,A,B,A,,10000,905.0,0,34705,Low coupling,Weakly_desirable
12029,F,Alarm clock,C,B,A,A,,10000,1890,0,34705,Low coupling,Weakly_desirable
12030,C,Puree machine,C_A,A,B,A,,10000,2071,0,34705,Low coupling,Weakly_desirable
12031,S,Headlight bulbs,S_A,A,B,A,,10000,1649,0,34705,Low coupling,Weakly_desirable
12032,P,Paint sprayer,B,P_A,A,A,,10000,3239,0,34705,Low coupling,Weakly_desirable
12033,A,Clothes Steamer,A,A_B,B,B,,10000,2491,0,34705,Low coupling,Weakly_desirable
12034,F,Baby rocker,B,A,C,C,,10000,1566.0,0,34705,Low coupling,Weakly_desirable
12035,A,Walker with seat,B,A_A,A,A_A,,10000,987.0,0,34705,Low coupling,Weakly_desirable
12036,S,Pressure washer,S_B,B,A,A,,10000,1111,0,34705,Low coupling,Weakly_desirable
12037,C,Mobility scooter,C_B,B,A,A,,10000,1004,0,34705,Low coupling,Weakly_desirable
12038,P,Outdoor solar lights,B,A,P_A,B,,10000,3429,0,34705,Low coupling,Weakly_desirable
12039,F,Electric kettle,C,B,A,B,,10000,2598,0,34705,Low coupling,Weakly_desirable
12040,P,Countertop blender,A,B,P_B,B,,10000,1652.0,0,34705,Low coupling,Weakly_desirable
12041,A,Smart bulb,A_B,B,A,B,,10000,4260,0,34705,Low coupling,Weakly_desirable
12042,S,Odor neutralizer,B,A,S_B,A,,10000,3737,0,34705,Low coupling,Weakly_desirable
12043,F,Thermometer gun,B,C,A,B,,10000,3961,0,34705,Low coupling,Weakly_desirable
12044,C,Water heater,A,B,C_B,B,,10000,2064,0,34705,Low coupling,Weakly_desirable
12045,S,Air Fryer Oven,A,B,S_B,B,,10000,1578.0,0,34705,Low coupling,Weakly_desirable
12046,P,Baby stroller,A,B,P_A,B,,10000,2927,0,34705,Low coupling,Weakly_desirable
12047,C,Car vacuum,B,A,C_A,A,,10000,1387,0,34705,Low coupling,Weakly_desirable
12048,A,Car seat,A,B,A_B,A_B,,10000,1633,0,34705,Low coupling,Weakly_desirable
12049,F,Fire extinguisher,B,A,C,A,,10000,2272,0,34705,Low coupling,Weakly_desirable
12050,A,UV lamp,A_B,B,A,A,,10000,1601,0,34705,Low coupling,Weakly_desirable
12051,P,Baby stroller,P_B,B,A,B,,10000,4884.0,0,34705,Low coupling,Weakly_desirable
12052,F,Fire extinguisher,B,A,C,B,,10000,9081.0,1,34705,Low coupling,Weakly_desirable
12053,S,Vacuum,S_A,B,A,A,,10000,13633,1,34705,Low coupling,Weakly_desirable
12054,C,Lawn mower,A,C_A,B,A,,10000,3496.0,0,34705,Low coupling,Weakly_desirable
12055,C,Mobility scooter,B,C_A,A,A,,10000,3195.0,0,34705,Low coupling,Weakly_desirable
12056,P,Organic fertilizer,B,P_A,A,A,,10000,2669,0,34705,Low coupling,Weakly_desirable
12057,S,Metal detector,B,A,S_B,B,,10000,6326,1,34705,Low coupling,Weakly_desirable
12058,A,Leaf Blower,B,A,A_A,B,,10000,1372,0,34705,Low coupling,Weakly_desirable
12059,F,Hearing aid,B,A,C,B,,10000,3105,0,34705,Low coupling,Weakly_desirable
12060,S,Pressure washer,B,A,S_A,B,,10000,9391,1,34705,Low coupling,Weakly_desirable
12061,A,Clothes Steamer,A_A,A,B,A_A,,10000,4345,0,34705,Low coupling,Weakly_desirable
12062,P,Paint sprayer,A,P_B,B,A,,10000,3008.0,0,34705,Low coupling,Weakly_desirable
12063,F,Electric kettle,A,C,B,C,,10000,4968,0,34705,Low coupling,Weakly_desirable
12064,C,Water heater,C_A,A,B,A,,10000,1312,0,34705,Low coupling,Weakly_desirable
12065,P,Electric mop,B,P_A,A,B,,10000,2956.0,0,34705,Low coupling,Weakly_desirable
12066,A,Cloth diapers,A_A,A,B,B,,10000,1292,0,34705,Low coupling,Weakly_desirable
12067,C,Car vacuum,C_B,B,A,A,,10000,1809,0,34705,Low coupling,Weakly_desirable
12068,F,Thermometer gun,C,A,B,C,,10000,1641,0,34705,Low coupling,Weakly_desirable
12069,S,Baby high chair,S_B,B,A,A,,10000,3767.0,0,34705,Low coupling,Weakly_desirable
12070,P,Countertop blender,P_A,B,A,A,,10000,2011,0,34705,Low coupling,Weakly_desirable
12071,F,Protein powder,C,A,B,A,,10000,1263,0,34705,Low coupling,Weakly_desirable
12072,C,Pesticide,A,B,C_B,A,,10000,2021,0,34705,Low coupling,Weakly_desirable
12073,A,Walker with seat,A_B,B,A,B,,10000,7845,1,34705,Low coupling,Weakly_desirable
12074,S,Security camera,A,S_B,B,S_B,,10000,14839.0,1,34705,Low coupling,Weakly_desirable
12075,F,Garbage disposal,A,B,C,B,,10000,2767,0,34705,Low coupling,Weakly_desirable
12076,P,Wifi extender,P_A,A,B,A,,10000,2087,0,34705,Low coupling,Weakly_desirable
12077,S,Air mattress,A,S_A,B,A,,10000,4184.0,0,34705,Low coupling,Weakly_desirable
12078,A,Tire inflator,B,A_B,A,A,,10000,5436,1,34705,Low coupling,Weakly_desirable
12079,C,Insect repellent,A,C_A,B,C_A,,10000,20987,1,34705,Low coupling,Weakly_desirable
12080,P,Outdoor solar lights,P_B,A,B,A,,10000,8437,1,34705,Low coupling,Weakly_desirable
12081,A,Rash cream,A_A,A,B,A,,10000,11006,1,34705,Low coupling,Weakly_desirable
12082,F,LED strip lights,B,C,A,C,,10000,4457.0,0,34705,Low coupling,Weakly_desirable
12083,C,Smart lock,B,C_B,A,C_B,,10000,1956,0,34705,Low coupling,Weakly_desirable
12084,S,Headlight bulbs,A,S_B,B,S_B,,10000,19638,1,34705,Low coupling,Weakly_desirable
12085,C,Baby crib,C_A,A,B,C_A,,10000,14113,1,34705,Low coupling,Weakly_desirable
12086,A,Slow cooker,A,B,A_A,A_A,,10000,10242,1,34705,Low coupling,Weakly_desirable
12087,S,Air Fryer Oven,A,B,S_A,B,,10000,3920,0,34705,Low coupling,Weakly_desirable
12088,F,Automatic pet feeder,A,B,C,C,,10000,2813,0,34705,Low coupling,Weakly_desirable
12089,P,Air purifier,B,A,P_B,B,,10000,1058,0,34705,Low coupling,Weakly_desirable
12090,S,Odor neutralizer,S_A,A,B,S_A,,10000,5174,1,34705,Low coupling,Weakly_desirable
12091,C,White noise machine,B,C_B,A,B,,10000,1994.0,0,34705,Low coupling,Weakly_desirable
12092,F,Microwave,B,A,C,A,,10000,1434,0,34705,Low coupling,Weakly_desirable
12093,A,Smart bulb,A_A,B,A,B,,10000,3938.0,0,34705,Low coupling,Weakly_desirable
12094,P,Solar panel system,B,P_B,A,B,,10000,1490,0,34705,Low coupling,Weakly_desirable
12095,P,Dehumidifier,P_B,B,A,B,,10000,2582,0,34705,Low coupling,Weakly_desirable
12096,F,Alarm clock,B,C,A,C,,10000,7486,1,34705,Low coupling,Weakly_desirable
12097,S,Night light,B,S_A,A,A,,10000,6284,1,34705,Low coupling,Weakly_desirable
12098,C,Puree machine,B,A,C_B,A,,10000,1195,0,34705,Low coupling,Weakly_desirable
12099,A,Car seat,B,A,A_A,A,,10000,3177,0,34705,Low coupling,Weakly_desirable
12100,F,Cordless home phone,B,C,A,C,,10000,687.5,0,44139,Low coupling,Highly_desirable
12101,P,Baby stroller,A,P_B,B,B,,10000,1512.30000001,0,44139,Low coupling,Highly_desirable
12102,S,Air mattress,A,S_A,B,A,,10000,857,0,44139,Low coupling,Highly_desirable
12103,A,Walker with seat,A,B,A_A,A,,10000,7590.69999999,1,44139,Low coupling,Highly_desirable
12104,C,Car vacuum,B,C_B,A,C_B,,10000,462.099999994,0,44139,Low coupling,Highly_desirable
12105,P,Air purifier,P_A,B,A,A,,10000,1110,0,44139,Low coupling,Highly_desirable
12106,S,Vacuum,B,S_A,A,S_A,,10000,543.900000006,0,44139,Low coupling,Highly_desirable
12107,F,LED strip lights,C,B,A,A,,10000,341.199999988,0,44139,Low coupling,Highly_desirable
12108,A,UV lamp,B,A,A_B,A,,10000,340.599999994,0,44139,Low coupling,Highly_desirable
12109,C,White noise machine,B,C_A,A,B,,10000,2185.59999999,0,44139,Low coupling,Highly_desirable
12110,C,Baby crib,A,B,C_B,B,,10000,98,0,44139,Low coupling,Highly_desirable
12111,S,Baby high chair,S_A,B,A,B,,10000,1222.5,0,44139,Low coupling,Highly_desirable
12112,F,Alarm clock,C,A,B,C,,10000,410.300000012,0,44139,Low coupling,Highly_desirable
12113,A,Smart bulb,A_A,A,B,A,,10000,430.300000012,0,44139,Low coupling,Highly_desirable
12114,P,Outdoor solar lights,B,A,P_A,B,,10000,448.599999994,0,44139,Low coupling,Highly_desirable
12115,C,Lawn mower,B,A,C_B,A,,10000,300.599999994,0,44139,Low coupling,Highly_desirable
12116,F,Outdoor TV antenna,A,C,B,C,,10000,1828.09999999,0,44139,Low coupling,Highly_desirable
12117,S,Metal detector,B,S_B,A,S_B,,10000,1621.40000001,0,44139,Low coupling,Highly_desirable
12118,P,Organic fertilizer,P_A,A,B,A,,10000,460.100000024,0,44139,Low coupling,Highly_desirable
12119,A,Car seat,B,A_B,A,B,,10000,1891.70000002,0,44139,Low coupling,Highly_desirable
12120,S,Headlight bulbs,B,S_B,A,S_B,,10000,2039.59999999,0,44139,Low coupling,Highly_desirable
12121,C,Pesticide,C_B,A,B,A,,10000,2966,0,44139,Low coupling,Highly_desirable
12122,F,Thermometer gun,A,C,B,C,,10000,491.299999982,0,44139,Low coupling,Highly_desirable
12123,P,Dehumidifier,P_A,B,A,B,,10000,2261.5,0,44139,Low coupling,Highly_desirable
12124,A,Cloth diapers,B,A,A_B,B,,10000,697,0,44139,Low coupling,Highly_desirable
12125,S,Pressure washer,S_A,B,A,B,,10000,471.300000012,0,44139,Low coupling,Highly_desirable
12126,C,Insect repellent,C_A,A,B,B,,10000,493.5,0,44139,Low coupling,Highly_desirable
12127,F,Baby rocker,B,C,A,C,,10000,361.900000006,0,44139,Low coupling,Highly_desirable
12128,P,Wifi extender,A,P_A,B,A,,10000,404.299999982,0,44139,Low coupling,Highly_desirable
12129,A,Slow cooker,A,A_B,B,A,,10000,1654.39999998,0,44139,Low coupling,Highly_desirable
12130,C,Mobility scooter,C_A,A,B,B,,10000,379.799999982,0,44139,Low coupling,Highly_desirable
12131,F,Hearing aid,A,C,B,A,,10000,1754,0,44139,Low coupling,Highly_desirable
12132,S,Air Fryer Oven,S_B,A,B,B,,10000,331.199999988,0,44139,Low coupling,Highly_desirable
12133,P,Countertop blender,B,P_B,A,A,,10000,266.300000012,0,44139,Low coupling,Highly_desirable
12134,A,Tire inflator,A,A_B,B,B,,10000,453,0,44139,Low coupling,Highly_desirable
12135,F,Pepper spray,A,B,C,B,,10000,564.900000006,0,44139,Low coupling,Highly_desirable
12136,S,Security camera,A,B,S_B,A,,10000,447,0,44139,Low coupling,Highly_desirable
12137,A,Clothes Steamer,A_B,B,A,B,,10000,404.800000012,0,44139,Low coupling,Highly_desirable
12138,C,Water heater,B,C_B,A,B,,10000,436.900000006,0,44139,Low coupling,Highly_desirable
12139,P,Solar panel system,B,P_B,A,B,,10000,2518.89999998,0,44139,Low coupling,Highly_desirable
12140,C,Puree machine,B,A,C_B,B,,10000,569,0,44139,Low coupling,Highly_desirable
12141,P,Paint sprayer,A,P_B,B,A,,10000,840.699999988,0,44139,Low coupling,Highly_desirable
12142,F,Megaphone,B,C,A,C,,10000,535.300000012,0,44139,Low coupling,Highly_desirable
12143,S,Night light,B,S_A,A,S_A,,10000,1896.69999999,0,44139,Low coupling,Highly_desirable
12144,A,Rash cream,A_A,B,A,B,,10000,284.800000012,0,44139,Low coupling,Highly_desirable
12145,P,Electric mop,P_B,B,A,B,,10000,2277.40000001,0,44139,Low coupling,Highly_desirable
12146,C,Smart lock,C_B,A,B,C_B,,10000,2335.20000002,0,44139,Low coupling,Highly_desirable
12147,F,Kitchen Scale,B,A,C,B,,10000,222.800000012,0,44139,Low coupling,Highly_desirable
12148,A,Leaf Blower,A,B,A_B,B,,10000,489.399999976,0,44139,Low coupling,Highly_desirable
12149,S,Odor neutralizer,S_B,A,B,S_B,,10000,2843.5,0,44139,Low coupling,Highly_desirable
12150,F,Outdoor TV antenna,C,A,B,C,,10000,2145.30000001,0,44139,Low coupling,Highly_desirable
12151,C,Puree machine,A,C_A,B,C_A,,10000,4729.70000002,0,44139,Low coupling,Highly_desirable
12152,S,Pressure washer,B,A,S_B,S_B,,10000,1890.90000001,0,44139,Low coupling,Highly_desirable
12153,A,Car seat,A_A,A,B,A_A,,10000,3249.29999998,0,44139,Low coupling,Highly_desirable
12154,P,Organic fertilizer,P_B,B,A,B,,10000,1814.59999999,0,44139,Low coupling,Highly_desirable
12155,P,Electric mop,B,A,P_A,B,,10000,499.100000024,0,44139,Low coupling,Highly_desirable
12156,F,LED strip lights,A,C,B,C,,10000,584.800000012,0,44139,Low coupling,Highly_desirable
12157,S,Security camera,S_A,B,A,B,,10000,687.400000006,0,44139,Low coupling,Highly_desirable
12158,C,Baby crib,C_A,A,B,A,,10000,488.299999982,0,44139,Low coupling,Highly_desirable
12159,A,Clothes Steamer,A,A_A,B,A,,10000,629.699999988,0,44139,Low coupling,Highly_desirable
12160,A,Cloth diapers,A_A,B,A,B,,10000,686.899999976,0,44139,Low coupling,Highly_desirable
12161,S,Vacuum,B,A,S_B,S_B,,10000,307.399999976,0,44139,Low coupling,Highly_desirable
12162,C,Insect repellent,B,C_B,A,B,,10000,1361,0,44139,Low coupling,Highly_desirable
12163,F,Cordless home phone,C,A,B,A,,10000,2995.79999998,0,44139,Low coupling,Highly_desirable
12164,P,Dehumidifier,B,P_B,A,B,,10000,189.899999976,0,44139,Low coupling,Highly_desirable
12165,C,Lawn mower,B,C_A,A,A,,10000,1034.39999998,0,44139,Low coupling,Highly_desirable
